很容易，最简单的就是蛋白质吸附+耐心的撇沫子。好喝嘛。不知道你理解的好喝是什么味道，如果是鲜的话，添加	符合的各种外源性不同类型的就可以。可以是各种类型的鸡精味精蘑菇精，或者加干香菇火腿一起炖。但是正常情况下食材炖除了的总归没有加味精那么鲜。如果是便宜小馆子，清且鲜，那你喝到的可能不是鸡汤…
建议你直接看王刚的视频他做的开水白菜，其中用到的高汤，就是你想要	的效果。
吃过一种鸡汤火锅，那	汤真的超级好喝，不知道怎么做出来的，没有任何乱七八糟的煲汤料味道。不像家里煮的，浮着一层油，不是咸了就是淡了，还放了一大堆，什么味都有。
除了鸡汤，我家所有的汤都是清澈见底，还很好喝，包括但不限于，肉饼汤，排骨汤，	鸡汤，鲫鱼汤…没错，我家鲫鱼汤都是透明的，不是奶白色。重点在于，所有的汤，都不是煮的，是 㶽 的，可能是这么写，哈哈哈，方言发音是刮，就是，蒸熟的。这个做法是江西传统做汤的方法，就这么做，只是它用大瓦罐，我们在家用电饭煲，高压锅，蒸屉…汤在做熟的过程中不会沸腾，所以明净见底。
老母鸡，洗干净些，汤烧开后去浮沫，关火，余温就行，冷了再烧开一次，关火，一般二轮就行，鸡老的话三轮。喝之前，把表面油撇掉，一般一只三斤的鸡能有一饭碗鸡油，这样汤就挺清的。鸡油用来做菜，百搭。味道厚就得叠料，多种蛋白质组合，怕麻烦，最简单切几片火腿肠，再简单，叠些汤宝之类的汤料。上汤宝搜浓汤 金汤之类，能找到各种工业	生产的汤料，组合无限。
全在讨论技术和锅具，看来知乎真正做饭的人很少。首先，饭店的鸡汤并不	好喝，以添加剂勾兑居多。一只适合熬汤的鸡一百元起步，能熬六碗汤最多。你觉得饭店会拿来给你熬鸡汤？至于高赞几位厨师，什么骨干贝吊汤的说法，只是他们学的高汤技术，或者二十年前大一些的酒楼吊汤的标准操作，现实里已经很少有餐馆这么做了。非要抬杠的话，特别高端的酒楼，南方二三线城市专门卖汤的店铺以及乡镇路边专门卖粉面的小店可能还残存着无添加剂的汤。
开遍街头巷尾的沙县小吃，在各地变化成各种版本的佛跳墙，就是闽菜的文化输出啊，而且是从庙堂到庶民全维度的，真是百姓日用而不知呀！再补充一条：初识还是缘于一位台湾的朋友，多年来所见所闻也都是将这道菜做为台湾本乡本	土的风味。不料今天却在1958年，江西一地所出的菜谱中见到，并且注明是福建菜，如果说两者有什么不同，那便是在鱼的选料上有淡水海水的区别。
来说一下闽菜在全国的输出情况吧先说结论:t0: 杭州、上海、北京(不缺闽菜馆)t1:南京	、深圳(有好几家可以选择)t2:成都、苏州、武汉、宁波、天津(马马虎虎能找到几家好的)t3:广州、合肥(一家好的闽菜馆独霸型)t4:济南、沈阳、济南、西安、青岛、太原、重庆、海口(一两家好一些的闽菜馆算给你面子了)t5:长沙、贵阳、长春、哈尔滨、郑州、南宁、昆明(想吃闽菜，做梦吧)长三角最成功的输出城市是杭州和上海，闽菜在当地开始站稳了脚跟。
福州连江人，常常跑去闽南吃吃喝喝。闽菜发源于福州，以为基础，后又融合闽东、闽南、闽西、闽北、莆仙五地风味菜形成的菜系。谈到闽菜很难不谈到闽菜的门面担当—佛跳墙佛跳墙应该无论放在哪个菜系里都算是拿的上排面的菜，可是他有一个致命的缺点导致他无法在全国流传开了—那就是他做起来真滴麻烦！真滴贵!  正宗的佛跳墙别说全国人甚至福建人吃过的都不多，聚春园和宣和苑等闽菜馆，佛跳	墙起码都要400元一小碗。
我个人认	为，闽菜存在感差有两个原因。首先是闽菜的定义，正确的说法是福州菜而不是福建菜。如果作为一个城市的特色菜，它的普及度是非常差的，福州菜别说全国范围了，省内闽北地区的人就已经吃不习惯了，更别说省外。福州菜喜酸甜，爆炒双脆和荔枝肉都是酸甜口的，甚至炒青菜都爱放糖，十年前我来自湖南的大学同学直呼无法接受，十年过去了他依旧拒绝这种“黑暗料理。
吃不起就吃不起。非说闽菜存	在感低。闽菜大部分的都是海鲜酒楼菜，一次消费起码上千。
福建这边一个地方一个口味。福州菜偏甜口，闽南菜给台湾人输出了很多，闽北辣口，闽西客家菜也不好说是闽菜，因为客家人聚居区很多地方都有，比如华农兄弟住的和福建八竿子打不着一个地方，可他做菜	做的手法下的佐料和出镜的一些日常小菜那和我们闽西客家这边几乎没什么区别。我客家人，客家菜里很经典的客家白斩鸡，豆腐丸子，客家腊味，客家酸菜炖春笋，客家油烧肉，酿豆腐，红菌豆腐渣饼，我在外地也吃过不少特别地道的。
有人不相信国外有，就发一个06年成立的协会吧我相信有福建人聚集的地方就有闽菜。其他省份可能（注意是可能）也可以套用(^_^)v—以下原答—我从另外一个角度来探讨一下吧。不在本地域，各大菜系谁最想吃，最开始肯定是想吃家乡菜的人，之后才是非菜系所在区域的人。在各地，哪里能吃到正宗的家乡菜？一定是有家乡人聚集的	地方。
请问什么是闽菜？有吗？有小肠炖石橄榄吗？有吗？有咸菜炖三层肉吗？有吗？有将军草汤吗？有过饥草汤吗？有吗？有地瓜粉瘦肉汤吗？有煎豆腐吗？有吗？有锅边糊	吗？有排骨咸粥吗？有湖头炒米粉？有？有泉州卤面？等等等一言以撇之，闽菜其实是指旧时闽东，高高在上，很难飞入寻常百姓家，其他福建菜划分为XX小吃(XX指地名)。
因为没人知道什么是闽菜，我已经算朋友圈里的大吃货.而且烧的一手好菜。年纪也不小了，日常看美食文，美食片也不少，家里讲吃的书都好多本。我这样的人都不太清楚作为八	大菜系的闽菜除了佛跳墙还有什么。沙县小吃，福州鱼丸，蚵仔煎，沙茶面，这些都不能算菜，顶多是小吃，不足以支撑开一个饭馆。你问一个四川人，他会说他有回锅肉，麻婆豆腐，宫保鸡丁代表整个四川的菜你问一个北京人，他会说他有爆肚，炒肝，焦圈，如果问福建人，他说的美食，只会代表他的故乡。
国宴出现频率最高的两道菜	，佛跳墙、鸡汤汆海蚌，都是典型闽菜，存在感低么
正宗闽南人，不请自来。在我看来，闽菜没办	法在中国大部分地方推广最主要的原因应该是口味问题。总观全国各类菜系，闽菜的大部分菜品应该是中国菜系中口味最清淡的品种了，讲究原汁原味。然而绝大部分人的口味偏好都是重口味的；即辣、咸、甜、油，所以川菜可以走遍全国也就再常见不过。很多朋友来福建（特别是厦门）我请客吃饭，基本上都说味道太寡淡；别说辣椒和味精，福建人对盐巴的使用都是十分谨慎的。
我前两个月去过广州佛山顺德，住了一个月。期间吃过挺多粤菜的，食在广州，味在，吃得多就一定多好吃吗？粤菜大体上以我的口味来说中等偏上，没有极致好吃的菜。粤菜注重食材本味和调味（不	辣的），粤菜最高的评价是，鸡有鸡味，鱼有鱼味。顺德的菜基本上就是那样，粤菜中的甜品不错。然后说说闽菜，也就是福州菜，福州菜及其注重食材，而且要地理标志的原产地，和新鲜，比如红鲟饭，最好用产的，鸡汤汆海蚌，海蚌必须漳港的才好吃。
原因很简单，闽菜代表城市福州不行。粤菜广	州，川菜成都，闽菜福州。福州城市不行，所以存在感差。只论口感，闽菜一点也不差
就很纳闷，潮汕话被正儿八经归进	闽南语，潮汕民系也被算进闽海民系，到了潮汕菜怎么就被隔壁粤菜抢走了？因为潮汕菜没有被归进闽菜。高低端都通杀，低到一二十块的猪脚饭肠粉，高到几千上万的龙虾响螺都能覆盖到。
闽菜在国内很多地方觉得太清淡，尤其不用辣椒花椒调味，所以很多地方人吃不习惯在国外又觉得不够甜，按照鬼老口感	改的左宗鸡甜得让你反思上辈子是不是做错了什么福建人又喜欢吃海鲜，区区3900万人口，海鲜消费总量全国第一超过广东，江苏，山东等人口大省，而海鲜的味道并非所有人都能习惯的
说实在，我特别为闽菜感到不值。闽菜虽然不在四大菜系里，但是其烹调技术	真的非常牛逼，别的不说，单凭佛跳墙这一道菜，就足够载入史册了。闽菜佛跳墙，尤其是聚春园版的元祖佛跳墙，我认为无论是从原料还是技艺、口感来评价， 都能称之为神中之神。这道菜可以说穷尽了中餐对于美食的想象力，用最高级的原料，最复杂的工艺，最终呈现出极致的口感。
广东人，以前去过福建福州干活，于是乎去	试了一下传说中的闽菜。点了荔枝肉，炒肝，还有鱼丸，芋泥，扁食（馄饨）.其实怎么说呢，不能说它不好吃，但是感觉闽菜里面有点甜甜的，所以吃起来很腻，不太舒服，我也不知道里面下了什么东西。芋泥作为一道饭后甜点的话，我觉得是ok的，但是当时点菜的时候服务员直接拿了一大碗放到桌子上，所以我挺好奇，福建人吃芋泥是当饭吃的么？扁食也就是馄饨，感觉就是沙县小吃的水平，无功无过吧。
这么说吧，这个	问题下会有很多出来替闽南菜辩护并安利闽南菜，然后搞清楚闽菜主要是福州菜以后马上跟着一起黑的
1.输出的前提是整合。很多人只去过福州厦门两地，所以说福建菜偏甜，以及福建菜重海鲜，都是非常不全面的认识。事实上福建菜如果要整合，非常难搞。闽东和浙江部分地区相似，闽南和新加坡的口味相类（指比如沙茶酱、一类的），闽西客家人本来和广东还有赣南的就	是一处的，闽北的更像古的口味（注意不是指安徽）。现在你问我福建菜有什么特点，谁能回答？吃甜、咸、辣、鲜的都有。
因为关注了这个问题，看了不少的回答。有了点新的看法。1.绝大部分回答的人压根没吃过闽菜。 闽菜就是福	州菜，顶多扩展到福州菜为基础的一些。 不是说要把非福州的开除闽籍，而是定这八大菜系的时候所说的闽菜就是福州菜。 要谈论八大菜系，必然是只能谈论闽菜=福州菜的。2. 好吃的闽菜已经很难吃到了。闽菜其实连福州小吃都很难包含进去，跟鲁菜的情况差不多，典型的，小吃啥的都很难算进去。
因为吃不起呀，北京的闽菜的人均	200还很一般。都不要想佛跳墙了。主要在食材好。
好的闽菜厨师都输出国外了，不在国内挣	钱。
在福建福清读过书，待了8年，本人湖南人，一开始不觉得闽菜好吃。比较清淡，还是比较喜欢吃香菜，待久了慢慢融入些，渐渐习惯了清淡，因为内地原因从小很少吃海鲜。真正让我惊艳的事是去我朋友家里做客，阿姨做的家常菜，海鲜料理，第一次感受到闽菜的魅力，药善番鸭汤，哈利煎蛋，炒花甲，焦盐蛏子，荔枝肉，螃蟹。虾，还有多叫不出来的海鲜	食材，和菜名，就算不是海鲜，咋做出来的味道还是那么鲜美可口，都是美味至极。
既然存在感低，那就给各位科普几道精选闽菜吧八闽一品鲜也叫“杂烩汤“大杂烩”等，是一道著名的传统美食，全国各地都有制作，称法不一，用多种原料混合烹烩而成。古书记载，福州自宋代就开始有“大杂烩”制作，有不带汤的乡间“大盘炒，带汤的“杂灴汤。20 世纪 50 年代之前，福州的福聚楼烹制的	 " 大杂烩 " 最有名，可与聚春园的“佛跳墙”相媲美。
2021年11月19日，由主办的深化创建“闽菜馆”媒体见面会在福州正式开幕。福建省商务厅一级巡视员，市场运行调节处处长，流通业发展处处长林立，服务业发展处处长等出席见面会。会议开始，省商务厅一级巡视员陈安生介绍全省深化创建“闽菜馆”工作进展情况，流通处介绍“全球闽菜馆12 3亮灯”仪式内容，服务业处发布“闽菜馆”创建具体要求，省中医药学会药膳	分会主任委员介绍“好好吃”24节气闽菜药膳“元洪在线”是本次受邀参与见面会企业之一，出席见面会的”元洪在线”总经理表示，参与创建“闽菜馆”是元洪在线进一步发展的重要契机“元洪在线”将为闽菜繁荣与“走出去”提供一站式服务，包括闽菜品牌馆、闽菜供应链、闽菜网络学院、闽菜四大板块。
因为闽菜。不能真正代表闽菜。传统中的闽菜指的是福州菜，但是闽有八个，福州菜只是长子，下面各个都各有特色，各怀绝技。福州菜与其他七闽的菜有相似共通，又各有风格。而整个八闽大地的菜，又会呈现完全不同的风味，最妙的是目前你在福州就可以感受到这种奇妙的融合。比如，这玩意别的地方我没见过，唯二在吃的地方一是福州，用来过生日吃的寿面，海味高汤佐以，这是福州的吃法，到了闽南则成了，吃起来味道与福州的锅边	糊有些许相似之处，而且都是当早餐吃。
因为很少闽菜馆的原因吧。事实上，闽菜无处不在，早就融入了粤菜和南方小吃之中了。例如，其实就是闽菜。还有菜市场很普遍的腐皮卷。我们火锅经常吃的，肉燕。还有沿	海都有的蚵仔煎。粤菜中的大菜佛跳墙也是闽菜。广东茶楼的春卷。更多的是和粤菜高度重叠的菜式，例如清炖全鸡，清炖鸡盅粤菜也有呀，又例如醉排骨，也和差不多呀，更不要说清蒸鱼了。
我福建人，家里做饭主要	是福州口味，就是正统的闽菜口味。有次和法国同事去一家日本人开的餐厅，说很火，当时还不是米其林，之后没两年就是了。去之前看过介绍，说什么用法系手法做本土结合日本食材，带来最原始最纯的食物本味，探讨日法口味与文化的结合与冲突。大概这类的东西，有个好几年了记不太清楚了。我吃了三个菜就实没憋住跟同事说，这每一道吃起来完全不就是中餐的家常菜口味吗？有啥好吹的啊？不是这里的中餐口味，就是我老家的啊。
老实话，你见过招牌打着川菜，粤菜，江西菜，湖南菜，	客家菜，东北菜，有见过几家打着淮扬菜，鲁菜牌子的？
因为福建在国内的文化影响力小，没别的原因。说闽菜偏甜，呵呵，能甜得过本帮菜（有网友提醒全称应该叫苏州本帮菜），上次去苏州吃松鼠桂鱼，我一个喝奶茶必须全糖的	人都差点被齁死。那个什么鸭和这个什么汤也是甜得没边了，我怀疑他们每样菜的最后一道工序是炒糖色直接淋在上面。苏州本帮菜都可以这么出名，说明中国人也没那么排斥甜味。
感觉福建内部的没有有决定性因素的引导，骨干组成还流失掉了好巧不巧有闽南饮食的一个极重大分支潮州菜还跟粤菜整合掉了然后客家人的饮食习惯也被整合掉了一下子抽掉	闽菜少说2/3的元素，这怎么混吗—怎么没落的，就是这么没落的，心里没点数吗
以福州菜为例因为：1、原料需要鲜活（福州菜主要以河鲜海鲜为原料，吃鲜甜味道）；2、制作繁琐；3、贵（原料贵，制作贵）。只要花钱，你就可以看到福州菜的全貌，不只是荔枝肉南煎肝（想找到做得好的，也要废点功夫）那种。比如：制作鸡汤涮海蚌，需要产自长乐漳港的鲜活海蚌，如果用料不新鲜不好，则失去了鲜甜的味道；再比如佛跳墙，需先凑齐用料，制作工艺费时费力；还有淡糟螺片，需要把切成片，然	后再加上酒糟和各种辅料炒熟，考验刀工和火候，用料也要新鲜。
我就是那个床头一头堆满马拉松奖牌、另一头堆满酒瓶子的「跑者」。甚至我也经常开玩笑和自我安慰—跑步不就是为了没有负罪感地吃喝么。然而负责任地说。这就像「每天一苹果」的确对身体有好处，但并不能保证	「医生远离我」。「酒是粮食精」，自然热量也不低，通常高度酒的热量也高。比如每100ml酒的热量白酒（298大卡）＞威士忌（252大卡）＞葡萄酒（72大卡）＞（66大卡）＞啤酒（32大卡）当然空腹喝酒是不好的，如果喝酒时吃东西，那热量就不止这些了。
如果只是没事喝两口，一杯两杯的量是不会有太大的	影响。但是如果一杯两杯是这样的：那么任何运动都不能抵消酒精的危害，甚至可能会对身体造成更大的危害。先说说为什么不能从酒精代谢的角度来说：人体的消化吸收能力是有限的，在过量饮酒后身体为了代谢酒精会影响其他营养物质的吸收。酒精在代谢的过程中也有利尿的作用，会加速身体脱水，导致，并且会使钙和镁流失。
这	个问题我太有发言权了，因为我既喝酒又跑步。答案简单粗暴，能抵消一部分。本人喜欢跑步，更喜欢喝酒。平时晚饭时，如果没有夜跑计划，都会喝上两口，不多，半两左右高度白酒。现在跑量不大，每周2-3次，每次10-15公里。跑步和喝酒这种习惯至少持续了5年了，没有发现因喝酒引起的身体问题。但是，还是非常不建议喝酒，酒精是经确认的，喝多喝少对身体都有害，所以，能不喝尽量别喝。
不专业哈，就分享个身边的例子。有一个朋友有。后来换了一个新工作，公司有个很奇葩的要求，每周	要跑50公里，全员打卡，跑不到扣钱，跑得大家怨声载道。但是坚持了快一年，脂肪肝消失了。生活习惯上没有其他大的变化，就是增加了跑步。都说喝酒是引起脂肪肝的一个因素，所以跑步还是能抵消一部分喝酒引起的危害吧。
答主热爱运动，有多个跑步、健身、足球、羽毛球、游泳的微信群。搜了一下聊天记录的“喝酒”关键字，羽毛球群出现的频率最高。哈哈哈，各位羽球爱好者不要有意见。但是跑步群有足球群有等等言论包括健身群群友表示健身一个月后酒量大幅上涨，之前只能喝8两，现在能喝斤半。至于答主本人，关于喝酒经历	了三个阶段不但喝酒次数越来越少，酒量也越来越少，（该有意见了）。
如果你想要喝酒，根本不需要通过运动来找借口，有一万个理由会脱口而出，而且说得句句在理。作为一个喜欢喝酒消遣的人，你是不会缺一个借口的，无中生有，凭空想象，凭空捏造，你将无所不能！坚持运动，找到你真实的动力，跑起来，为了喝两杯酒而坚持运动，未免有点自欺欺人了！跑步可以提高睡眠质量、提高抵抗力、强身健体、缓解压力、保持年轻.这些正向的理由还不够吗，趁现在还有得选择的时候，多运动，拥有健康的身体，才有得选择！而我，想找个喝酒的	借口都没有，因为真的很痛！每天一杯酒，活到九十九，适量饮酒，有益身体健康—都是瞎扯蛋！出于健康考虑，最适宜的饮酒量应该为0。
不是学医的，没法说的太专业，从个人经验来看，长期坚持长跑（8到10公里	），半年以上，感觉明显酒量提高，可能是身体代谢能力提高了吧，自我感觉。无论任何情况下都不建议喝大酒，或者饮酒后跑步。真的会挂掉的。
并不能。虽然运动有助于改善身体健康并减少某些疾病的风险，但酒精摄入仍然对身体有	害。喝酒会影响肝脏、心脏和大脑的健康，即使你坚持跑步运动也无法完全抵消这些危害。因此，最好的做法是避免喝酒或限制酒精摄入，以保持身体的健康。酒精会对身体产生多种危害。酒精可以对肝脏造成损害，导致、肝炎和肝硬化等疾病，严重的甚至会导致肝癌。
跑步不喝酒，喝酒不跑步。长期跑步可提升人体的，理论上会促进酒精代谢，但并不意味着可以抵消酒精的危害。2020年1月11日上午8点，跑圈发生了一件令	人心痛的事情。在，一位跑者发现了一名男子躺在地上，第一时间给他做心肺复苏，并拨打120。十分钟之后，救护车把男子送往了医院。 不过遗憾的是，这名男子最终还是不治离开了人世。
喝多了才伤身，我少喝点就行了“喝点酒没事的，我身体好，跑步锻炼锻炼就又养回来了“我边喝酒边喝茶，这点酒精伤不到我的”你是否也觉得这些话很熟悉？不少爱喝酒的人，也会通过控制饮酒量，跑步抵消伤害以及喝茶的方式来“保护”身体，但这真的有用吗？今天	就一一和你说清楚，答案或许不太一样。￼01大饮伤身，小酌几口没事儿？真相：错！酒不管喝多喝少都伤身。
坚持跑步运动对有好处，长期跑步可以减脂，增强体质。少量喝酒可以促进血液循环，而长期喝酒对肝肾都有损害。换一句话说，坚持跑步后体质增强了，自然会抵御一些不良嗜好对身体的危害，不仅仅是对喝酒的危害。但是这里的前提是体质增强了。总之，不管你运不运动，喝酒的危害是不能改变的	，无论如何都是抵消不掉的。所以多跑步，少喝酒。
两者虽然不是因果关系，但还是有影响的。同40	岁，我坚持跑步+喝酒，朋友不运动，喝酒以前他酒量比我好，现在酒量持平，我1天恢复，他2天恢复。另外，脂肪肝逼我必须跑步。
不能抵消，也不是一回	事。
饮酒过量 - 在一次场合或随着时间的推移 - 会对您的健康造成严重影响。以下是酒精如何影响您的身体：大脑酒精会干扰大脑的沟通途径，并会影响大脑的外观和工作方式。这些。心脏：长时间大量饮酒或一次喝太多会损害心脏，导致以下问题肝脏：大量饮酒会对肝脏造成伤害，并可能导致各种问题和肝脏炎症，包括酒精会导致胰腺产生有毒物质，最终导致，这是一种危	险的炎症和，会阻止正常消化。
经常喝水能抵消抽烟的危害	吗？类比下，答案自知。
不能。	喝酒伤肝和脾胃，跑步不会保护这些器官。
假若，跑步对身体来说是行善，喝酒是作恶，不管善恶的大小，二者是否可以抵消。善就是善，恶就是恶。即便强	行捏在一起，善里边始终有恶，哪怕善足够大。即使恶造成的伤害弥补了，迹痕犹在。当然，跑步与喝酒，适量就好，哪有什么善恶，谁又能说得清呢？
我们现代社会，是一个很普遍的问题，我们甚至可以说现在的年轻人，身体上多多少少都存在一些健康隐患，不过大家似乎也意识到了这个问	题，所以也在积极寻求解决方案。生活中，有很多人喜欢喝酒，即使不睡觉，不吃饭也喜欢小酌几杯，甚至有人是名副其实的酒鬼，当这些人被告知酒精会伤害身体健康时，他们总会这样回答：喝多了才会，对身体有影响，少喝点就没有事情；平时少喝一点酒，没有事的；只要能够坚持跑步，就能够抵消掉喝酒的伤害。
我国是一个源远流长的国家，中国人饮酒的历史可以追溯到上千年前，也就是说古代的时候人们就有喝酒的习惯，而现如今喝酒这件事情好像被发扬光大了。比如有些男性朋友平时参加聚会和应酬的时候几乎都少不了喝酒，并且近几年喝酒已经不再是男性的专利，因为有一些女性朋友在不知不觉间也慢慢染上了喝酒	的习惯。或许在一些人看来，喝酒是一件非常正常的事情，并没有什么大不了的，但是酒精被称为一类致癌物，如果经常喝酒可能并不会给身体带来好处，反而还会影响到身体的健康状况。
这种一边喝毒药，另外一边再喝解药的想法，本身就是错误的。我认为每一个爱运动的朋友，初衷肯定不是单纯的就是为了多喝几口酒，还是养成良好的习惯，对自己的身体负责，保持优秀的状态，少去医院，少生病。喝酒本身也没什么问题，但是一定的控制好量，小酌怡情，大醉真的伤身，喝的上吐下泻的酒友可以评论里说一说自己的	感受，真的太难受了。
朋友一直在告诫我说，跑步不喝酒，喝酒不跑步。喝酒后，特别是喝的狠嗨的那种。一般到第二天下午才能酒精代谢完毕。要想完全恢复状态，需要第三天才行。这样要不是影响你跑步，要不是影响你喝酒。还有喝酒后第二天跑步我试过，心率比平时高20%什么概念呢。比如羊前，跑10公里，配速6分，平均心率150。结果那天我试着跑了一下，头五公里	我就发现心率摸高到了180。
跑步+小酌，身强力壮没毛病跑步+酗酒，阎王爷看了都摇头	
不常喝酒，或者1年	喝不上一次、二次的。但凡沾了酒精的当天就不窜了
你好，我是喜欢、有用知识点的人，看到忍不住分享的人。希望你它们生活,感觉到。废话不多说, 先介绍3个品牌的「」特点和功能,帮你对比,随后再附上有趣有用	的知识点。*温馨提示:以上活动的价格是限时优惠的,具有一定的时效性,数据也是如此*看完这些有趣有用的知识点之后,希望拥有它们过上幸福、愉快的生活。在京东上根据和两个维度,选择了价格三个品牌,价格在多和多之间，提供给你购买入口，希望能够帮助到你，你选择购买时间。
跑步能改善身体的新陈代谢，对心肺和肝脏等器官能起到增强功能的作用。但是这个增强功能是有限度的。如果只是少量饮酒，通过跑步锻炼是能起到消除作用的，但是大量饮酒	的话，对身体的损伤是无法消除的。所以在必须的时候，控制好饮酒的量，再加上坚持跑步锻炼，对人的身体影响就会减小很多。希望能帮到你。
不能、减少	喝酒的量，
喝酒有啥危害的，喝的是	快乐啊，兄弟！跑步才有危害，浪费了喝酒的时间！
跑步	奔向肝硬化。高
大学毕业，间隔了一年，学了学英语，在拉萨做了两个月义工，去了趟尼泊尔，然后东北贵州玩了一圈。在出发前已经申请好了来年英国的硕士，做好自己该做的事再出门，是会心安理得点，一路上遇到很多辞职辍学或者请假出来的人，还有些甚至成为了职业行者，无法再回到自己曾经的城市朝九晚五。一直觉得如果有一天我说我要选择放荡不羁的行者生活，前提是我必须有能力过好城市里的生活，养得活自己和家人，否则谈不上选择，只	是被生活所选。
家庭条件好的，回来后大都在国外工作或者继续深造。其	他的大多回到国内，忍受着由于gap带来的非应届身份带来的不便工作或者继续读书。
这个问题问的比只看到间隔年各种风光无限的一方面要好太多。很多人都患有“间隔年后遗症，这还得是要感谢那些不负责的媒体，大肆渲染间隔年如何如何的好，趁着年轻快去啊，再不疯	狂一把你就老了，于是很多人休学了，退学了，辞职了，然后上路了。很多人上路的时候抱着我要想明白某件事/我要逃避，诸如此类的目的，旅途多么愉快，但是回来后，发现生活又是回归到了原点，这种落差会让人一时难以适应，于是心中又开始荡漾的策划下一次远行。
之前写过一篇关于间隔年的博	客，现在粘在这里，希望对题主有所帮助___________________________________________________________想象这是一个阳光明媚的早上，你已经休好学或辞好职，准备今天出发去实践一个间隔年。在此刻，你拥有的一切和昨晚相比有任何不同吗？你的知识、你的思维方式、你的人脉、你的困惑，都没有任何不一样。
看完楼上的答案，基本上没有什么有帮助的。我觉得这个问题还是看人吧。如果你是那种做事情需要安全感，比较小心谨慎的人，最好还是做好规划再出门，至少想好回来干些什么才不会饿死。如果是比较乐观奔放的，那就直接出去吧，不用怕。我一个同事，之前她朋友和她约好一起去欧洲旅行，然后说分别和自己的老板去请假	。然后我同事和老板说请假两个月去欧洲玩，老板觉得这是开玩笑，不批，然后我同事一怒就辞职了。
不打没有准备的仗	。否则，人还活着，但钱没了，惊恐万分。切记茫然出行。有钱任性的主，就当咱没说。
可以看看大冰的书《他们最幸福》《乖，摸摸头》，相信会对gap year或者流浪有更深的认识。平衡好工作和旅游是可以的，它们都只是其中的一种生活方式，做好计划gap year会更踏实，开心。        	 附上书中的一句话，不要那么孤独，请相信，这世上有人过着你想过的生活。
大二的暑假，真正开始了自己所谓的在路上，打算从一直以来常	规的生活中脱离，用一年的间隔在不同的角度中重新省视自己，想清楚到底该如何去真实的生活。早在高中就知道了那个从北京一路的故事，搭车旅行的想法一直留存在心里。到了大学，先是懵懵懂懂的以最大的新鲜感去接触校园生活，慢慢的因为发生的各种事情开始产生反感。
以我观察，很多人选择间隔年，原因有二：1.想去体验不一样的人生，尝试不同的生活，增长见识。增长见识的方式有很多种，你选择专职增长见识，自然可以感受到很多，但你选择比如一年出去旅行一两次，一样可以有很多积累，体验不一样的人生。2.觉得生活不如意，或者工作状态不喜欢，想换环境。不客气的说，这就是逃	避现实，一年后回来你该不会的还是不会，该面对的还是要面对，之前会的都不一定还会，甚至整个人的生活节奏都变了，想重新适应都需要很长一段时间，这时候你的起点，比起你出发之前，不好意思，更低了。
有一次水木年华在采访里面说：我们放下吉他，穿上西装就可以去大公司直接上班。这才是真的co	ol
但凡还在纠结还需要到知乎来	问这个问题就不要这么做。
其实这个问题的答案根本就在你心里，端看你现在是什么样的生活状态，是否	是一个追求且享受无限可能性的人。这个和年龄关系并不大。对人一生长度来说，无论怎么折腾都没有失败一说，因为没有任何一件事可以单独决定或者改变一个人的命运。先留好退路或者向前冲一把都没有对错，非要二选一的思路才是错的。作为过来人来讲，出国溜达花钱这事可以演变成A：百无聊赖，审美疲劳，渴望中餐，被偷被抢，遭遇危机，糊涂枉然，不安全感，最终败兴而归。
路上的人分这几种：1。父母资助出游。也有男友老公资助的。2。工作后靠自己积蓄出来。他们要么有个时限，比如玩1年后工作；要么有个钱限，多少钱花完就去挣钱。这部分人一般工作上有积累，回去是能找到工作的。3。小老板、自由职业者。时间比较空闲，项目间隙或生意淡季出来玩一阵儿。4。	不必工作有稳定收入，股东，房东，退休。
作為一個超級沒有安全感的都市小白領，我還是希望規劃好以后再出門。雖然我也熱愛旅行，可是有時候旅行并不能改變什麽，也不是解決問題的方式，這個社會有太多的人把旅行當作一劑良藥，實際上什麽也改變不了，回來以后該	 面對的還是要面對。如何在工作和生活中尋找一個合適的平衡點，這才是最重要的。最近我也一直在思考這個問題，不過現在還沒有答案。
旅行真正的快乐，不	在于目的地，而在于它的过程。遇见不同的人，遭遇到奇奇怪怪的事，克服种种的困难，听听不同的语言，在我都是很大的快乐—by三毛世上的路有千万条，贪心的我选择了一条既能苟且又能远方的路。整整7个月的生活，是手机内存越来越多的图片和视频，是不间断更新的朋友圈，是黄二白到黝黑的肤色和长长的头发，还有发福的圆脸。
我是你说的“什么都不管，直接上路”那种。	7个月后回到原公司（原公司竟然还要我），对比前后没啥变化。只是多了些故事，喝酒时多些谈资！
间隔年不是旅行，现在很多网红或者家境殷实的二代以间隔年的名义出去旅行，很长时间，而后回来说自己完成了间隔年很有成就，我觉得这是一种很严重的误导，真正的意义是让你换一种环境生活，体验不同的生活方式，我觉得更深层	次的意义是让你用自己的双手来认识这个世界。
受锤的过程永不终止，内心的，并不会靠暂停现在的忙碌获得，世界	很大，诗和远方也很美，但你的开心跟这些半毛钱关系都没有，找到自己真正的热爱，让year变成你人生的跳板才是解脱-
