title,time,department,file_dowload_situation,content
关于公布第十一届大学生软件设计与服务外包创新创业竞赛获奖名单的通知,发布时间：2022-07-09,实践科,,校教〔2022〕28号  各学院：由福州大学教务处主办，福州大学学生工作部（处）、共青团福州大学委员会协办，计算机与大数据（软件）学院、ACM协同创新团队承办的福州大学第十一届大学生软件设计与服务外包创新创业竞赛已于2022年6月26日顺利结束。本次大赛共有计算机与大数据（软件）学院、物理与信息工程学院、梅努斯国际工程学院、人文社会科学学院等学院的78支队伍194名同学报名参赛，入围决赛作品16项。经组委会组织初赛和线下答辩决赛，最终评出一等奖2项、二等奖6项、三等奖8项。现将获奖名单公布如下：学院作品名称团队队员获奖等级计算机与大数据（软件）学院、梅努斯国际工程学院智考通李　炫陈艺栋胡雨彤一等奖计算机与大数据（软件）学院、梅努斯国际工程学院、数学与统计学院拾光云记——基于MinIO的分布式共享云笔记平台罗玺粲林　毅林棋熔一等奖梅努斯国际工程学院“WebSentry”开箱即用的前端监控系统施熠晖吴佳仪蔡泽楷二等奖计算机与大数据（软件）学院可视化服务编排系统徐新荃伍泳乐苏海元二等奖梅努斯国际工程学院微圾分陈学翊潘　彤黄宇尧二等奖梅努斯国际工程学院、人文社会科学学院守护天使刘　博曾奕昀孙　逊二等奖计算机与大数据（软件）学院好耶猫07提醒鲍仁俊陈鸿越黄荣强二等奖计算机与大数据（软件）学院掌上物记赵大伟郑铭伟向至尚二等奖梅努斯国际工程学院易圾分杨焕钦罗玺粲林文涛三等奖计算机与大数据（软件）学院志愿口哨——乡村志愿者征集工具刘庆林杨焕钦林　毅三等奖梅努斯国际工程学院宠栖——宠物领养平台林谢卓陈怡君范润婕三等奖计算机与大数据（软件）学院、物理与信息工程学院、梅努斯国际工程学院基于服务编排的湖南三湘银行系统黄巧丽苏　垚朱丹清三等奖梅努斯国际工程学院云享——云笔记系统陈怡君陈子茜三等奖梅努斯国际工程学院见微张煜楠郭凯峰三等奖计算机与大数据（软件）学院物品临期提醒助手张艺耀叶章衍刘俊辉三等奖计算机与大数据（软件）学院云笔记系统谢　锴林聪楠三等奖  福州大学教务处2022年7月9日   
关于公布福州大学2022届本科生优秀毕业设计（论文）名单的通知,发布时间：2022-07-09,实践科,附件【附件：福州大学2022届优秀本科生毕业设计（论文）名单.doc】已下载4504次,校教[2022]25号  各学院：根据《关于做好2022届本科生毕业设计（论文）工作的通知》（校教〔2021〕48号）文件要求，经专家评审、学院推荐、论文检测、学校审批公示，共评出福州大学2022届优秀本科生毕业设计（论文）179篇。现将名单予以公布，详见附件。附件：福州大学2022届优秀本科生毕业设计（论文）名单                            福州大学教务处                                          2022年7月9日 
关于举办2022年福州大学大学生工程实践与创新能力大赛的通知,发布时间：2022-07-08,实践科,附件【附件3：2022年福建大学生工程实践与创新能力大赛总决赛命题与运行.pdf】已下载3148次,各学院：根据《2022年福建大学生工程实践与创新能力大赛的通知》，2022年福建大学生工程实践与创新能力大赛采用校级初赛和省级总决赛二级赛制，我校决定于2022年9月-10月举办2022年福州大学大学生工程实践与创新能力大赛暨2022年福建大学生工程实践与创新能力大赛福州大学分区赛。现将竞赛有关事项通知如下：一、 大赛目标定位面向适应全球可持续发展需求的工程师培养，服务于国家创新驱动与制造强国战略，强化工程伦理意识，坚持基础创新并举、理论实践融通、学科专业交叉、校企协同创新、理工人文结合，打造具有鲜明中国特色的高端工程创新赛事，建设引领世界工程实践教育发展方向的精品工程，构建面向工程实际、服务社会需求、校企协同创新的实践育人平台，培养服务制造强国的卓越工程技术后备人才，开启中国大学生工程实践与创新教育新征程。以赛促学、以赛促教、以赛促改、以赛促建，打造具有中国特色、世界一流的工程实践与创新教育体系，全面提升工程人才培养质量，推动建设宏大的知识型、技术型、创新型劳动者大军。二、 大赛的主题与命题本届大赛主题——“守德崇劳工程创新求卓越，服务社会智造强国勇担当”。大赛立足人才培养，突出挑战性；立足工程实际，突出智能化；立足现场实践，突出综合性；立足国际工程教育，突出中国特色。本届大赛将体现“五个新”。一是新高度，展示中国新工科专业建设与创新创业教育改革成果，打造更全面、更中国、更创新、更富感召力和影响力的赛事；二是新维度，拓展多赛道，覆盖多学科，呈现校企协同、多学科交叉的丰富内涵，形成创新驱动与制造强国背景下的大国计、大学科、大融合的工程创新大赛；三是新水平，围绕工程实际和社会需求，夯实工程实践基础，突出多学科交叉协同实现创新创造，以高水准办一流大赛；四是新举措，把大赛作为深化大工程教育改革的重要抓手，引导各高校积极推进创新创业教育与新工科专业体系、教学方法和实践教学基地等方面的改革和建设，加快培养卓越工程技术人才；五是新标准，大赛围绕大工程、大智造，体现最新工程教育理念和质量评价体系，注重职业素养、实践创新能力和综合素质的全面考察。本届大赛初步设置3个赛道：（1）工程基础赛道，包括：势能驱动车、热能驱动车和桥梁结构设计等3个赛项；（2）“智能+”赛道，包括：智能物流搬运机器人和生活垃圾智能分类等2个赛项；（3）虚拟仿真赛道，包括：工程场景数字化和企业运营仿真等2个赛项。2022年福建大学生工程实践与创新能力大赛命题与运行，详见附件3。三、 参赛条件与方式1. 参赛条件：在册的全日制本科生均可参加；2. 参赛方式：参赛者以队为单位参赛，每队3-4人，专业不限，鼓励专业互补，自由组合。竞赛中上交的图纸及工艺文件应符合工程要求。四、 竞赛相关进程的时间安排1.报名时间：发文之日起至2022年9月16日18:00截止。2.报名方式：各参赛队以电子邮件方式报名，报名表提交276906805@qq.com 电子邮箱。负责人：张丽娇老师联系电话：150059353953.竞赛时间：2022年9月至10月（具体时间登录机电工程实践中心网站http://jdzx.fzu.edu.cn）。4.赛前培训：具体安排登录机电工程实践中心网站（http://jdzx.fzu.edu.cn）。五、 竞赛奖励1. 竞赛设金奖、银奖、铜奖等奖项，获奖数量和比例根据竞赛实际情况由校赛组委会确定和公布，并颁发获奖证书。2. 获奖学生可根据学校有关条例申请创新创业实践与素质拓展学分。六、 组织机构1. 指导单位：福州大学大学生工程实践与创新能力大赛组委会2. 主办单位：福州大学教务处3. 协办单位：福州大学学生处、团委4. 承办单位：机电工程实践中心有关竞赛通知、要求及相关组织工作等请登录机电工程实践中心网站（http://jdzx.fzu.edu.cn/）附件：1.2022年福州大学大学生工程实践与创新能力大赛组委会及专家委员会成员2.2022年福州大学大学生工程实践与创新能力大赛报名表3.2022年福建大学生工程实践与创新能力大赛决赛命题与运行福州大学教务处2022年7月8日附件1：2022年福州大学大学生工程实践与创新能力大赛组委会成员名单顾 问：黄志刚主 任：于 岩委 员（按姓氏笔画排序）：王武 方捷 刘玮 李玲 张俊 陈可嘉 陈钢 林丛 林瑞全 钟春玲 夏岩 黄冀卓 魏金明组委会下设秘书处，秘书处设在机电工程实践中心秘书：林华 张丽娇联系电话：13305904696、150059353952022年福州大学大学生工程实践与创新能力大赛专家委员会名单主 任：林瑞全委 员（按姓氏笔画排序）：叶翀 刘君平 张昂陈力波 陈平平 陈羽中 陈朝晖 姜明 高增法黄捷（电气） 黄捷（机电）附件2：2022年福州大学大学生工程实践与创新能力大赛报名表赛道赛项队长学号所在学院联系电话E-mailQQ队员学号所在学院联系电话E-mailQQ
关于2022届本科毕业生第三批毕业数据报送等相关工作的通知,发布时间：2022-07-08,教学运行,,各学院：因疫情影响，针对当前本科毕业生就业、升学困难的实际情况，经学校研究决定，暑期进行2022届本科毕业生第三批毕业数据的报送等相关工作，具体安排如下：一、报送对象2022届拟毕业的本科毕业生若符合以下条件，可申请将下学期初的补考提前至7月中下旬进行，补考通过的，可进入第三批毕业数据报送。1、2021-2022学年第二学期仅有1门补考课程；2、补考通过后确定能毕业以及授予学士学位。二、补考形式   各开课学院可根据实际情况，自行决定补考采取线下或线上形式进行。各学院应将具体补考形式及时通知相关学生，并提醒学生做好相关准备。三、时间节点安排1、学生申请。符合申请条件的学生应于7月14日16:00前将提前补考的书面申请提交至学院教学办。2、学院审核。学院教学办对学生提交的申请进行审核，并将符合条件的学生相关信息填入《2022届本科毕业生提前补考申请汇总表》（见附件），于7月15日16:00前将发送至注册中心。3、补考安排。教务处协调各开课学院做好课程补考时间的安排，相关课程的提前补考于7月22日前完成。4、成绩录入。7月23日开放相关课程的补考成绩录入，相关教师应于当日24:00前完成成绩的录入。5、毕业数据报送。各学院应在7月24日12:00前将经补考后确定能毕业以及拟授予学士学位的学生名单等各类材料和电子注册数据报送注册中心。以上各项工作，各学院应及时通知相关学生及任课教师，按时完成，按时报送。教务处2022年7月8日附件：学院2022届本科毕业生提前补考申请汇总表序号补考课程开课学院学号姓名联系电话备注
关于召开2022-2023学年秋季学期期初本科教学工作会议的通知,发布时间：2022-09-20,综合科,,各学院及相关教学单位：兹定于2022年9月23日（星期五）14:30在旗山校区行政南楼123会议室召开全校期初本科教学工作会议。请各学院及相关教学单位分管教学院长、教学办主任、教学干事、校教学督导组负责人届时参加，各学院教学干事负责通知本学院参会人员。请参会人员严格落实疫情防控要求，佩戴好口罩参会。如有身体不适，不要参会。福州大学教务处2022年9月20日
关于通识选修课《爱课程：美化嗓音 轻松讲课》线下见面课的友情提示,发布时间：2022-09-16,计划科,,"各位同学：我校本学期继续开设通识教育选修课《爱课程：美化嗓音 轻松讲课》，课程类型为：文学与艺术类。该课程由福建师大音乐学院林立君教授主讲，通过该课程的学习将帮助您养成良好的发声习惯，改善在公共场所大声喧哗带来的不良印象，并兼谈如何提升您社交生活中的言谈举止和仪态。欢迎有兴趣的同学于通选课选课时间段登录教务处进行选课！该课程主要通过中国大学慕课网进行线上授课，同时在我校安排有一次线下见面课（具体时间地点为：2022年9月22日周四晚7点在西3-101），见面课上将会邀请同学现场进行演唱并给予指导纠正，欢迎致力于提高自己演唱水平的同学事前做好准备。授课教师介绍：林立君：女高音歌唱家，声乐教育家，中国音乐家协会会员，福建省“三八红旗手”、国家艺术基金评审专家、教育部学位评审专家、福建省艺术指导委员会委员、福建省音乐家协会声乐委员会委员、福建省女科技工作者协会理事。现为福建师范大学音乐学院学院教授、硕士研究生导师、中国歌剧研究会福建师大音乐学院歌剧实践中心艺术指导、福建师范大学学生歌唱协会艺术指导。先后毕业于福建师范大学音乐系和中央音乐学院声歌系，声乐先后师从片冰心、沈湘、李晋玮教授。所演唱的两部电视片主题歌均获全国一等奖；曾在福建省音乐舞蹈节声乐比赛中获大奖；应邀赴德国、香港、福州、厦门成功举办六场个人独唱音乐会（无扩音设备）；出版发行专著《声乐教学艺术论》、《声乐教育学》(合著)、在核心刊物发表数十篇学术论文及四集个人演唱专辑。2015年应邀赴厦门大学成功举办首场师生独唱音乐会；连续三年应邀赴国家大剧院参加六场独唱音乐会。由福建省委宣传部主办的《海峡艺术名家一一歌唱家林立君》电视专题节目，在东南卫视、海峡卫视及福建电视台播出。海峡都市报的头版头条刊登了“著名歌唱家、声乐教育家、百姓教授林立君的艺术人生”的专题报道。所培养的福建师大音乐学院师范学生五人十次在中国CCTV全国青年歌手电视大奖赛中获奖，其中包括男、女五个声部、美声、民族、流行三种唱法。另有五十二位师范生在省级声乐比赛中分获一、二等奖。近年来她获得文化部、教育部等七部委联合颁发的“优秀园丁奖”；荣获“全国高校声乐比赛优秀指导教师”称号；独立讲授的《声乐教学艺术论》作为“声乐”课题内容之一，被评为福建省高校精品课程之一；获得福建省委宣传部、教育厅、共青团省委授予的“优秀指导教师”称号；福建师范大学优秀教学成果个人二等奖、“教学工作先进个人”、“巾帼建功”、“三八红旗手”、“本科优秀教师”、“本科课堂教学优秀奖”、“学生最喜爱的教师”、“优秀共产党员”等称号。做为抗战老兵的后代，多年来参加了近百场赈灾助学义演及为大专院校、为百姓们举办数十场声乐讲座，被群众们誉为“百姓教授""。近期她的《美化嗓音轻松讲课》大规模在线开放课程正在高等教育出版社爱课程网和网易云课堂联袂打造的“中国大学MOOC”平台上线热播。她采用例如“内耳听觉""正声法、“偷着乐""理气法、“行走转头”松喉法、“寓教于行 以动辅唱”等通俗易懂、以简驭繁、源于生活取之大自然的方法对发声、歌唱、仪表、言谈等知识进行详细的讲解和范唱，即使是未学过音乐的人也能快速、准确的理解。同时，她的教学理念和方法也使许多因嗓音沙哑无法坚持工作的人们重新回到了心爱的讲台和舞台。在课程播出后的短短六周内就已吸引两万多学习者。林立君教授希望通过向全民普及美化嗓音的知识，让大家终身拥有一副用不坏的好嗓子！  教务处2022年9月16日 "
关于做好2022年参军退役复学学生转专业工作的通知,发布时间：2022-09-15,教学运行,附件【福州大学本科生转专业管理实施办法（暂行）.docx】已下载1711次附件【福州大学参军退伍复学后学生转专业审批表.doc】已下载1746次,根据教育部令第41号《普通高等学校学生管理规定》、《福州大学本科生转专业管理实施办法（暂行）》(福大教〔2017〕46号) 及《福州大学应征入伍学生学籍管理补充规定》（福大教〔2018〕38号）文件精神，现将参军退役后复学学生转专业事宜通知如下:一、参军退役后复学学生转专业的办理应符合学校转专业文件规定，学校优先考虑并按以下办法执行：1.参军退役后复学学生因自身情况需要转专业的，应于当年九月初退役复学时提出转专业申请，学校单独受理。2.转专业申请志愿可填报3个专业，若同一专业申请转入的人数超过3人，原则上按申请学生的考核成绩取前3名。3.在征求转入学院意见后，由校本科学籍事务管理委员会研究决定。二、有意向申请的学生在文末下载附件《福州大学参军退役后复学学生转专业申请表》填写，9月23日前交教务处注册中心，逾期不再受理。福州大学教务处2022年9月15日
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第四周）,发布时间：2022-09-15,计划科,,各学院、单位：根据各用车单位提交的用车申请，经审核，现将本学期第四周（9.19-9.25）铜盘校区学生往返旗山校区实验实习教学活动用车安排通知如下。所有车辆定点发车，过时不候。请乘车人员准时候车、有序登车、文明乘车。铜盘校区上下车地点：铜盘校区大门外广场旗山校区上下车地点：旗山校区北门内星期日期课程名称上课学院乘车人数去程出发时间（铜盘大门）返程出发时间（旗山北门）周一9.19无机化学实验J无机化学实验A（上）化学7012点40分18点40分周二9.20无机与分析化学实验E生工6812点40分18点10分周三9.21无机化学实验B石化6012点40分16点10分周四9.22无机与分析化学实验C材料507点20分13点无机化学实验A（上）化学707点20分13点40分无机化学实验B化学5012点40分16点10分无机与分析化学实验C生工7212点40分18点10分周五9.23周六9.24实验室安全教育实训地矿5213点10分17点40分物流学科导论经管7013点10分18点10分周天9.25  教务处铜盘校区管理办公室2022年9月15日
关于在爱课程平台参加通识选修课学习的重要提示,发布时间：2022-09-14,计划科,,各位同学：   根据《个人信息保护法》的要求，爱课程平台对参加MOOC平台学习的学生个人信息进行脱敏处理，只在MOOC平台参加学习，课程学习结束后将无法导出成绩，教务处系统也将无法获得相应学分！但只要加入该门课程的慕课堂参加学习即可同步MOOC平台的学习进度和数据，成绩也可以正常显示。我校本学期选用爱课程平台5门课程作为校内通识选修课，请选修这些课程的同学务必尽快使用下表中的二维码加入相应课程的慕课堂参加学习。具体操作步骤如下：1、打开中国大学mooc app或者微信扫一扫2、使用登录中国大学慕课网的账号登录3、填写完善“学校”“学号”“姓名”等信息如有疑问，请咨询教务处计划科：林老师  0591-22866907/83700655。序号课程名称慕课堂二维码1爱课程：网络空间安全概论  2爱课程：财务报表编制  3爱课程：市场营销学  4爱课程：陶瓷工艺学  5爱课程：美化嗓音 轻松讲课  教务处2022年9月14日
关于召开教材建设研讨会的通知,发布时间：2022-09-13,教材中心,,各学院，各单位：为进一步创新教材建设理念，持续推进我校高水平教材建设，增强课程教材铸魂育人功能，经研究，决定召开教材建设研讨会暨福州大学第三十六场“教学有道”研讨。具体事项通知如下：一、时间：2022年9月16日（星期五）上午9：00二、地点：行政南楼123会议室三、主题：教材建设与出版专题报告、研讨四、主讲人：林金安（高等教育出版社副总编辑）五、参会人员：1.各学院教学副院长；2.福州大学2022年本科规划教材立项项目负责人；3.其他对教材建设与出版方面感兴趣的教师。教务处2022年9月13日
关于2022-2023学年第一学期重新学习选课的通知,发布时间：2022-09-13,教学运行,,置顶提醒：1、因未按规定时间进行选课、缴费，或因免听理由不充分，造成重修选课失效的，相应后果由学生个人承担。2、有开设独立重修班的，原则上应选择独立重修班学习，特殊情况下需要跟班重修则不得申请免听。3、为保证教学质量，教务处将对免听数据进行抽查。凡发现有弄虚作假，免听理由不充分，或人为制造免听条件的，系统将取消该门课程免听资格，课程考勤按实际出勤情况计算。一、本学期重修报名采用网上报名形式，凡要参加重修的学生请在9月13日至10月8日下午15:00前登录教务处系统（http://jwch.fzu.edu.cn），进行网上报名。所有重修课程必须自行登录教务处网站，按所修学分主动缴费，未按时缴费的，重修选课无效。二、学生上网报名时，请对照本学期自己正在修读的课表慎重选择重新学习课程，修读理论课程学分（含重新学习）合计不宜超过30学分；若发现选择的重修课程学分有误，或重修课程无法显示，请及时向所在学院教学办核实反馈。三、若重修课程与其他课程的上课时间不可避免地发生冲突，学生可申请重修课程的免听，思政、体育、德育、军事理论、实践类课程，以及毕业环节课程不得免听，具体流程如下：1、学生申请：在教务处“本科教学系统”中的重修选课界面，学生对申请免听的重修课程对应的下拉框中选择免听，提出免听申请。2、教师审核：学生系统提交重修免听申请后，应及时与任课老师联系，如实说明免听申请的具体原因，并按照任课老师的要求提供相应材料。任课教师根据课程的具体教学要求对学生的免听申请进行审核。3、免听缴费：任课老师审核通过后，重修免听课程计入重修学分缴费，学生应及时关注课程的审核状态，按时缴费。   四、独立重修班的开班时间如下：课程名称 学分 学时 任课教师 起讫周 上课时间地点大学物理A（上） 3 33 翁臻臻 04-14周3:9-11节 旗山东2-106大学物理A（下） 3.5 39 徐金英 04-16周3:9-11节 旗山东2-109大学物理B（上） 2.5 27 龚炎芳 04-12周6:1-3节 旗山东2-103大学物理B（下） 2.5 27 徐金英 04-12周3:9-11节 旗山东2-109大学物理实验A（下） 1 24 施洋吕佩伟大学英语（二） 2 24 张夙群 06-13周3:9-11节 旗山西2-205大学英语（三） 2 24 叶青 07-14周3:9-11节 旗山西2-206大学英语（四） 2 24 谢雁冰 06-13周6:1-4节 旗山东3-202大学英语（一） 2 24 王斌传 06-13周3:9-11节 旗山西2-105概率论与数理统计 3 39 何秀萍 04-15周2:9-11节 旗山东2-201概率论与数理统计 3 48 薛美玉 04-15周7:1-4节 旗山东2-201高等数学A（上） 5 56 邹长武 04-17周6:5-8节 旗山东2-209高等数学A（下） 3 48 周燕 04-13周6:5-8节 旗山东2-102高等数学A（中） 5 60 周勇 04-18周6:1-4节 旗山东2-106高等数学B（上） 5 56 邹长武 04-17周6:5-8节 旗山东2-209高等数学B（下） 5 56 任立英 04-17周7:1-4节 旗山东2-206高等数学B（下） 5 56 刘剑萍 04-17周6:5-8节 旗山东3-107高等数学B（下） 5 56 任立英 04-17周6:1-4节 旗山东2-206高等数学B（下） 5 56 谢惠琴 04-17周4:5-8节 旗山东2-207高等数学C（上） 4 42 王晶海 04-17周4:9-11节 旗山东2-206高等数学C（下） 4 56 周勇 04-17周6:5-8节 旗山东2-207高等数学D 4 42 林锦 04-17周5:9-11节 旗山东2-105机械原理（双语） 3.5 39 郑荣业 06-1206-12周2:9-11节 旗山东3-202周4:9-11节 旗山东3-202控制工程基础 2 22 刘扭扭 04-14周4:5-6节 旗山东3-202线性代数 2 27 陈锦松刘剑萍 07-15周2:9-11节 旗山东3-107线性代数 2 27 陈锦松刘剑萍 07-15周4:9-11节 旗山东3-107形势与政策（八） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（二） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（九） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（六） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（七） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（三） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（十） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（十二） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（十三） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（十四） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（十一） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（四） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（五） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105形势与政策（一） 0 8 侯辰龙 08-08周6:1-8节 旗山东2-105体育（三） 1 30 章颖 04-18周7:3-4节 旗山待定场所体育（三） 1 30 林松 04-18周7:3-4节 旗山待定场所体育（一） 1 30 李慧德 04-18周3:9-10节 旗山待定场所体育（一） 1 30 张玲 04-18周3:9-10节 旗山待定场所有机化学A（下） 4 42 王文峰 05-18周6:1-3节 旗山东2-508有机化学J（下） 4 42 王文峰 05-18周6:1-3节 旗山东2-508注册中心2022.9.13
