问题名,问题具体内容,回答信息
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,ACM竞赛界yyds——楼天城，本ACM选手永远仰视的存在。 他参加算法比赛的时候，这个世界上就没有能干得倒他的人，任何比赛都是第一名（只要他参加）。中国公认的大学生计算机编程第一人，经常以一人单挑一个队，在CEOI、ACM界无人不晓其大名，人称“楼教主”。 晒一下履历： 参加ACM比赛的时候，他的队友都是其他的 IOI 金牌，但是基本没他们事儿，他一个人单挑，ACM是3人团队赛，但是基本上有他的队伍，其他两个人只要负责读题，安静的做个翻译就好了…… 最可怕的是，人家并不是个只会做题的大佬，其他方面也强得一批： 2007年，楼天城开发了WalkScript（WalkLan）（Walk脚本），构造了我国GIS软件的第一个测绘地理信息脚本语言。 在美国参加Facebook举办的2011黑客杯比赛时，楼天城就被Facebook邀请参加面试，两次面试后很快就给了offer，是去硅谷总部，以清华博士应届毕业生的身份被Facebook聘任。 毕业后，楼天城曾在Google总部工作，从事社交网络和机器学习相关问题的研究。 2015年11月离开Alphabet（谷歌母公司）加入Quora公司。 2016年4月，楼天城加入百度美研，参与无人车的技术研发，成为百度最年轻的T10级员工。 2017年初，楼天城从百度离职，与离职百度的首席架构师彭军一起创立了自动驾驶创业公司小马智行（Pony.ai）。 你梦寐以求的外企（Google、Facebook）他想进就进，百度T10、自行创业，可以说你这辈子可能都难经历过一回的事情，他全都经历了一遍。 说个小彩蛋，我们九章算法的令狐冲老师是2006年国家集训队的，而楼天城是2004年国家集训队的，令狐冲老师在参加acm比赛的时候还请他面授过：） 也是ACM金牌选手，并先后入职了Airbnb和FB，当然和大佬比还差得很远。 最近我们令狐冲老师还出了一套（虽然与打acm比赛毫无关系，甚至acm选手看了都想笑，）但很适合夯实算法基础、一个月时间突击备战求职面试的题目，看这里： 字符串处理 String 考察情况 考得很多，主要注重代码实现能力，算法上没有太多难点，通常是处理麻烦。 学习难度：★★ 最少刷题数：20 必刷题目： 1.字符串查找 2.最长回文子串 3.有效回文串 4.单词拆分I 5.正则表达式匹配 6.旋转字符串 7.解码方法 8.至少K个不同字符的子串 9.字符串查找II 10.全零子串的数量 11.最长公共子序列 12.编辑距离 13.第一个只出现一次的字符 14.乱序字符串 15.Excel表列标题 16.一次编辑距离 17.删除无效的括号 18.单词的添加与查找 19.基础计算器 20.比较字符串 双指针算法 Two Pointers 考察情况 高频算法之王，变形特别多，算法不算特别难，但能快速想到和写好不容易。 学习难度：★★★★ 最少刷题数：20 必刷题目： 1.颜色分类 2.两数之和 III-数据结构设计 3.排颜色 4.最长子串覆盖 5.有效回文 6.带环链表 7.交错正负数 8.最接近的三数之和 9.四数之和 10.接雨水 11.寻找重复的数 12.字符大小写排序 13.子串字谜 14.检查缩写字 15.奇偶分割数组 16.三数之和小于 17.移动车棚 18.粉刷天花板 19.装最多水的容器 20.目标移动 二分法 Binary Search 考察情况 考察频率中等，能写好写对不容易，二分答案的问题甚至很难想到算法，要背模板。 学习难度：★★★★ 最少刷题数：10 必刷题目： 1.经典二分查找问题 2.搜索旋转排序数组 3.寻找峰值 4.最长上升子序列 5.木材加工 6.书籍复印 7.加热器 8.地图跳跃 9.寻找单词 10.分享巧克力 分治法 Divide＆Conquer 考察情况 考察频率中等，一般和二叉树一起出现和考察，题一般不难。 学习难度：★★★ 最少刷题数：10 必刷题目： 1.子集 2.数组划分 3.验证二叉查找树 4.全排列 5.克隆图 6.排颜色 7.子数组之和 8.LRU缓存策略 9.单词接龙 10.单词拆分I 宽度优先搜索 BFS 考察情况 考察频率高，实现一般都不难。 学习难度：★ 最少刷题数：5 必刷题目： 1.岛屿的个数 2.序列重构 3.拓扑排序 4.课程表 5.买卖股票的最佳时期 深度优先搜索 DFS / 递归 Recursion 考察情况 考察频率高，主要是考递归会不会写。 学习难度：★★★★★ 最少刷题数：20 必刷题目： 1.子集 2.图是否是树 3.子数组之和 4.电话号码的字母组合 5.K数和 6.因式分解 7.N皇后问题 8.子模式II 9.寻找丢失的数II 10.二叉树的最小深度 11.最小路径和 12.数字组合II 13.下一个排列 14.分割字符串 15.恢复IP地址 16.删除无效的括号 17.数独 18.单词矩阵 19.组合 20.左叶子的和 动态规划 Dynamic Programming 考察情况 国内大厂基本都考，北美主要是G/F喜欢考，其他公司考得少。 学习难度：★★★★★ 最少刷题数：50 必刷题目： 1.栅栏染色 2.爬楼梯 3.约翰的后花园 4.单词拆分 5.书籍复印 6.解码方法 7.通配符匹配 8.旅行商问题 9.青蛙跳 10.骰子求和 拓扑排序算法 Topological Order 考察情况 考察频率中等，但每个公司基本都有一个这个算法的题。 学习难度：★★★ 最少刷题数：3 必刷题目： 1.序列重构 2.外星人字典 3.拓扑排序 链表 LinkedList 考察情况 中小公司考得多，大公司近年来考得少，题目一般不难，主要考察Reference。 学习难度：★★ 最少刷题数：20 必刷题目： 1.合并k个排序链表 2.带环链表 3.翻转链表 4.两个链表的交叉 5.链表划分 6.重排链表 7.回文链表 8.加一链表 9.奇偶链表 10.两数相乘 二叉树 Binary Search 考察情况 中小公司考得多，大公司近年来考得少，题目一般不难，主要考察Reference。 学习难度：★★ 最少刷题数：20 必刷题目： 1.二叉树的后序遍历 2.二叉树的所有路径 3.根据前序和后序遍历构造二叉树 4.对称树 5.找出树中每行的最大值 6.寻找重复的子树 7.BST中第K小的元素 8.具有最大平均数的子树 9.最小路径和 10.二叉树的右视图 堆 Heap 考察情况 高频，经常会用到，原理必须掌握，但不用掌握代码实现，应用必须掌握代码。 学习难度：★★★ 最少刷题数：5 必刷题目： 1.丑数 2.堆化 3.滑动窗口的中位数 4.大楼轮廓 5.超级丑数 哈希表 Hash Table 考察情况 高频，应用和原理都需要掌握且需要掌握代码实现。 学习难度：★★★ 最少刷题数：10 必刷题目： 1.两数之和 2.最长回文串 3.两数组的交集 4.数据流中第一个唯一的数字 5.两数和 II-输入已排序的数组 6.单词接龙 7.有效回文串 8.尾部的零 9.跳跃游戏 10.数字三角形 并查集 Union Find 考察情况 考察频率中等，主要是G/F可能会考，不会的话很多时候可以用BFS替代。 学习难度：★★★ 最少刷题数：3 必刷题目： 1.账户合并 2.打砖块 3.团队通知 现在令狐冲老师的春招公益讲座《FB面试官揭秘算法面试速成技巧 - 怎样做到 Bug Free 和刷100题等于别人刷300题》已经上线，讲座中会教授各种刷题技巧、算法面试的考察情况等，感兴趣的小伙伴不妨一起来交流学习下~ 还有像是唐文斌，龙凡，杨沐，王小川，陈启峰，范浩强，陈立杰，陈丹琦，也都是水平超高的大佬，这里就不一一列举了，欢迎各位补充~
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,"一、尤雨溪 江湖流传一个小故事： 一款名叫Clear的软件，在正式推出的第一天，就登场了Apple Store付费榜和总榜第二。 而身在美国的中国留学生尤雨溪，仅仅花了两天的时间，就copy出了一个html5版的Clear，并且放出了源代码。 2014年2月，开发了一个前端开发库Vue.js。没错，现在就是前端在广泛使用的Vue框架！Vue.js一经发布，就受到了很多人的追捧，可以说Vue.js就是人们苦苦寻找的那个好用的前端框架。 后来的尤雨溪在patreon进行了众筹，因为他希望自己可以全职去开发Vue.js。众筹的效果是非常满意的，每个月他几乎可以收到1万美元的赞助。 因此他将全部精力都投入到了Vue.js的开发和推广上面，他经常参加各种JS交流大会，分享Vue的开发经历，分享使用Vue进行开发的技巧和方法。很多国内的大公司还有小公司都开始使用Vue了，Vue.js在他的带领下，正在茁壮成长。 不过尤雨溪曾经发过一条推特，表示自己全职做Vue以后，赚了上千万人民币，真是厉害。 看到这条消息，这只能用一句话来表达我的心情了： 本来想用普通人的身份跟你们相处，可换来的却是疏远。不装了，我是亿万富翁，我摊牌了！——王多鱼 二、阿里扫地僧--“多隆”。 蔡景现，一个更广为人知的名字是“多隆” 他是阿里巴巴初创团队三名工程师之一，在一个月之内，从零起步搭建起了“淘宝”。 非科班出身的他被称“码神”，又称“阿里扫地僧“。 对于技术，既懂C/C++，又懂Java内核； 既可以深入技术底层，又能切入到高层业务领域， 从前端到后端，独自维护淘宝搜索引擎长达5年。 他是阿里巴巴新增的三位合伙人之一。阿里CTO张建锋这样评价他：“多隆（蔡景现）做事一个人能顶一个团队。 在内网的标签上，他被称为神，这不是恭维，在所有工程师眼中，他就是个神。多隆做事一个人能顶一个团队，比如说写一个文件系统，别人很可能是一个项目组，甚至一个公司在做，而他从头到尾都是一个人，在很短的时间内就完成了。 多隆拥有着程序员所特有的钻研精神，多隆很喜欢写代码，彭蕾在解释为何他能入选合伙人时说，“很傻很天真，多隆写代码可以写到入定的状态” 多隆一个人负责了淘宝第一版上线，自此，他的技术水平也突飞猛进，为了解决项目问题，他经常得在半夜爬起，去解决问题，排除故障。 “编程是一个技术活，只要练的足够多，就能熟能生巧。” 像多隆一样，我们只要多做项目，做学习，也总有成为技术专家的一天。 顺带推荐一下，我用时一个多月帮同学们搜集的学习资源。总是有同学问我有没有什么资料推荐学习，索性全网大搜罗了一下，用时一个多月。帮大家搜集了3T的资源，包括计算机专业46个方向入门、进阶、实战的视频和电子书都有，有的都是靠买的，视频、资料、源码都有，大家可以去学习，记得帮我点赞就好 三、陈皓 江湖人称""浩哥/耗子哥""，对新手总是热心的帮助，一位百科全书类的前辈 陈皓，网名左耳朵耗子，酷壳http://coolshell.cn博客博主，文章篇篇经典，强烈推荐大家去看看。 17年以上软件从业经历，擅长底层技术架构，曾在汤森路透、亚马逊、阿里云等公司就职，目前创业中。 他很谦虚，他说“我不是高手，我也不是牛人，我只是在跟随着我的兴趣和喜好去学习一些技术。” 而我觉得，他是一个对技术和生活都有非常深地思考的人，很多观点都能让人醍醐灌顶。如果你看过他的文章，想必你也会喜欢上他。 四、阿里-阮一峰 上海财经大学世界经济博士研究生，自学网站制作，依靠自己对技术的热情，不断学习钻研，成为一名IT业内专家，也是中文互联网上的知名blogger。 不仅热爱技术还热爱写作，同时还热衷于开源。 学经济学的人里写博客最好的，写博客的人里写IT技术最透彻易懂的！ 想必学习前端的同学，对他并不陌生。他的文章随处可见，我当年学习前端就是跟着他的博客来学的。他的博文在网上的权重很大，IT系列教程影响了极大一批初入编程的小白！ 他的译著有： 《黑客与画家：硅谷创业之你Paul Graham文集》 《软件随想录：程序员部落酋长Joel谈软件》 《异常流行幻象与群众疯狂&困惑之惑》等 五、章亦春 江湖人称“春哥”，春哥的编程之旅起于抄书，就算如今已是罕见的编程高手，春哥依然逢人大力推荐他的抄书学编程之法。 春哥先后在中国雅虎、淘宝、Cloudflare 就职，但开源世界是他如一的眷念。 如今，春哥已全身心投入 OpenResty 的崭新蓝图，期待 OpenResty 未来能在工业界、互联网行业引领“机器编程”革命。 有兴趣的小伙伴可以看下图灵社区对春哥的专访，详细记录了春哥的成长和心路历程。 访谈人：六米 图灵：从抄书到开源之巅：章亦春的程序人生 六、陆靖 ACM世界冠军，现就职阿里云，为人十分低调，公司内号称“人肉逻辑机”，他做事不轻易动手，深思熟虑，鲜有编译错误。 遇到搞不定的代码找他时，他就看代码，不调试，一遍一遍看代码，然后指出某行代码有错误。人们都觉得他看代码的时候大脑其实就是多核CPU，在一次又一次的运行代码。 中间持奖杯者为陆靖 网上还流传着有关陆靖的传奇故事： 某次代码遇到bug，良久无策。一个同事打电话问他，他在电话里说：”你们检查下某个cpp文件的780行左右，是否参数传递有问题，一查果不其然，问他是否在电脑边，他说不在，在肯德基吃饭，众人大惊之下去git blame，发现这代码他8个月前提交过。特别聪明的本身少见，特别聪明而且记忆力超强的更是凤毛麟角“ 七、田春—伞哥 Common Lisp 程序员，号称中国Lisp第一人，网名“冰河”，人称伞哥。 我不想多介绍伞哥的成绩，我只想说一说网上流传的一些奇闻轶事，如此牛人，可见一般 伞哥，大名田春。在网易从事MIS相关工作，在业内有极高的声誉。 伞哥每天一身白衣，拿一把伞。他对网易内部的人说，伞是法律允许的最长的防身武器。一身白衣是他妈妈亲自给他做的。 伞哥性格比较古怪，他坐在丁磊办公室旁边，经常冲进丁磊的办公室，拔掉丁磊的iphone，然后把自己的插上。 后来，网易内部需要开发一套办公区wifi的系统，伞哥自告奋勇承担并且开发出来了，在公司内赢得了好评。于是伞哥走进丁磊的办公室说，这套系统找华为做要20万美金，我不找你多要，给我20万人民币就可以了。丁磊气急，直接找到他的直接领导说，你的员工怎么这样。 然后后来又一次，伞哥又做了一些东西，又找到丁磊，说，上次只有20万美金，我不跟你计较了。这次开发的这套东西能卖200万美金。至此，丁磊坚持把伞哥开除掉了 哦对了，补充一下，伞哥离开网易的时候。部门全体人员请他吃了一顿饭。于是他走的时候说，我不会怀念网易，只会怀念这些战友。我不会再回到网易，下次回来，就是我收购网易的时候 程序员圈子里还有很多如明星般闪耀的牛人！ 有的人，凭一己之力 开发出了几千人使用的开源软件 有的创造了网络的神话，至今为之传诵 有的授业解惑，或教师、或出书、或博客 他们影响了一批又一批的后来者 他们的名字经常被提起 这是一群对技术有着最纯真热爱的人 希望有一天，这里也有你的名字 共勉 码字不易，请帮我 @启舰 点个赞吧，谢谢大家 我们下篇文章见"
有哪些顶级水平的中国程序员？,希望写上名字，代表作，特点，轶事。（注：程序员既可以是在中国的，也包括中国人在国外工作的）,更新一下，我希望大家不要点赞了，我只是转述一下，不值得被点赞，被点赞的应该是他们 ------------------------------------ LVS作者，章文嵩博士，不用多说了吧，有多少人的代码能进Linux内核呢？ 淘宝霸爷，我以前的上司评价霸业是这样说的，霸爷是一个人脑计算机。 贴一下霸爷的博客，系统技术非业余研究 我一直是跪着看的
有哪些让你目瞪口呆的 Bug ？,无问题描述,关于考勤打卡的 我们单位粗心的人事在系统里删除离职人员的时候不小心把我也删除了 当了很长时间的黑户 后来虽然又添加回来 但饭卡，慰问品之类的总是出错，每次我都得解释一遍然后气急败坏的自己去单独领一份 直到我发现 我请假系统里不扣年假 哈哈哈哈哈哈哈 无限续杯
有哪些让你目瞪口呆的 Bug ？,无问题描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无问题描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无问题描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无问题描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无问题描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无问题描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无问题描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无问题描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过光路板，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无问题描述,以前在一个小公司遇到的bug，一个只在阴雨天出现的bug，一个同事至今想起来还激动的拍轮椅 测试环境的服务器是两台实体主机放在我旁边的桌子下面，生产环境用的阿里云服务器。 某天前端开发人员反馈测试环境某些接口调不通，某些接口正常，经过排查，调不通的接口都在同一台测试机器。过去看发现机器居然关机了！ 我们很奇怪，周末办公室没有断过电，为什么机器会自动关机？重启大法解决了。 然后这个问题谁都没放在心上，直到过了几天又出现了！ 这下开始慌了，是不是谁写的代码里有隐藏的bug导致了机器会关机？ 但是代码审查一直没有查到这样的代码，而且几个版本的迭代过程中生产环境从来没有过这样的问题 而这个bug像个梦魇一样，隔那么几天就来一回，而且我们发现每次bug出现的时候都是阴雨天。老板下令一定要找出原因，不然每次新版本上线都胆战心惊，怕问题蔓延到生产环境 于是我把两台服务器从桌子下拉出来摆在我脚边，就是要看看到底什么原因 后来... . . . . . . . . . . 后来问题找到了，天气一冷坐我对面的家伙就把腿抬起来放到测试服务器主机上，那里出风口暖和 不小心就把插头搞接触不良断电了 我们把他腿打断之后这个问题再也没出现过
有哪些让你目瞪口呆的 Bug ？,无问题描述,关于考勤打卡的 我们单位粗心的人事在系统里删除离职人员的时候不小心把我也删除了 当了很长时间的黑户 后来虽然又添加回来 但饭卡，慰问品之类的总是出错，每次我都得解释一遍然后气急败坏的自己去单独领一份 直到我发现 我请假系统里不扣年假 哈哈哈哈哈哈哈 无限续杯
有哪些让你目瞪口呆的 Bug ？,无问题描述,魅族手机把sim卡名称改成“无sim卡” 系统就会以为真的没有这张卡 直接断服务 且整张卡选项变为灰色 无法进行更改 重启也不行 解决办法是把系统语言改成英文 因为这样会识别到卡名字叫做“无sim卡”而不是真的没有sim卡
有哪些让你目瞪口呆的 Bug ？,无问题描述,有，不过是店员目瞪口呆，而我稳如老狗。 06年时候在福州，华莱士汉堡三个10元，两个7元，一个4.5元。 有次晚上请同学去吃，我说先来四个汉堡。 店员，“四个汉堡，14.5元。” 我，“不是14吗？” 店员，“三个10元，加一个4.5元，是14.5元啊。” 我摆摆手，“不要三个加一个，我要两个，加两个。” 店员，……………… 好了，可以点其他的了。
有哪些让你目瞪口呆的 Bug ？,无问题描述,一个老爷子卖酸奶 三块一瓶，十块三瓶 来个小伙子 “大爷，来瓶酸奶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷，再来一瓶！” “三块！” “大爷你看，我买了三瓶酸奶，才九块钱，所以你那个‘十块三瓶’算错了，买的越多应该越便宜才对！” “呵呵，每天都有你这样的来一下买三瓶！”
有哪些让你目瞪口呆的 Bug ？,无问题描述,有一次，上班时指头被a4纸划破， 虽然伤口不大，还是挺疼 就用创可贴把中指贴了一圈 第二天早上起来 打开一看，我去 竟然完全愈合，毫无痕迹 突然想起周星驰电影《功夫》里的 练武奇才 难道，我也是？ 就在我向同事吹嘘时 他默默来了句 你看你中指旁边的指头 汗…… 贴错指头了
有哪些让你目瞪口呆的 Bug ？,无问题描述,写代码的时候记得把显示器屏幕擦干净点。。。。。。 -一个曾经被屏幕污点坑过的人(ノ=Д=)ノ┻━┻
有哪些让你目瞪口呆的 Bug ？,无问题描述,"那年在淘宝买笛子，商家送了个陶笛，大概长这样： 娃上小学，笛子半天吹不响，这玩意儿就没这烦恼，于是开心地玩起来。 我上班时她得意地打来电话，说已经学会了2句，要吹给我听。 商家送的谱是“女儿情”， 她吹“鸳鸯双栖蝶双飞，满园春色惹人醉”，吹到一半电话不小心断了。好不扫兴，打过来重吹，吹到一半电话又断了！ 如是三次。 这是碰到本专业的bug了啊，我兴趣来了。 拉着娃一遍遍试验。最终发现吹到“惹人醉”那个“惹”，电话必断。 见了鬼了！ 坐在那儿分析：这是全曲第一次碰到“6”这个音，看来信道中某个设备对这个频率敏感，误检成了特殊的DTMF信号，触发挂断。 我的手机是广东联通，娃是湖北移动，经过的关口有点复杂。 我让娃打给她妈妈的同是湖北移动的号，果然没这个问题。 ===== 2025/1/6更新： 想不到这个偏技术的回答居然收到了我在知乎最多的赞，不知道是被谁翻了牌子，有没要在这里更新一下。 我参加革命时间晚，随路信令只在教科书上读过，没有亲见。 在评论区 @墨枫梧桐BA7MQN 和 @点点， @PROZAC 老师的引导下补习了1号信令。 呃，一句话，如果中继线路有使用带内单频脉冲方式的1号信令，一个持续600毫秒的2600Hz脉冲就可以把通话掐掉。 @Music-X 老师甚至进一步推理出乐器的调式。可惜5年前买的小玩意儿早已找不到了，某宝上的购买链接又提示商品下架。不然我拿来吹一下，测一测频率是不是2600Hz, 就可以正式破案。 ====== 2025/1/11更新: 我找到了这玩意儿，他长这样： 网上找到了当年的谱子，这个样子 唯一的问题是，6 吹出来是2355HZ，7才是2616HZ. 要么就是我记错了断线时吹到哪里了， 要么就是2355也在2600的误差范围(也太远了点），要么就是前面的随路信令猜测不对……"
有哪些让你目瞪口呆的 Bug ？,无问题描述,我买了个自动猫粮器，需要插电的，可以手机控制，没想到被我家猫测试出来bug 一天我下班回到家，我没操作的情况下，能吃3天的，1天就没了，就很懵逼。 然后晚上我偷偷的在门缝观察猫，发现它去扒拉插座，断电在通电就会掉一些猫粮出来
有哪些让你目瞪口呆的 Bug ？,无问题描述,其实不算Bug 二十年前，某地电信局，一路光纤时断时续，因刚刚换过，怀疑是新板子问题，各种检查、换板子均无果。 于是挂表查断点，开车上路到断点，发现线杆老化倒地，光缆被野狗咬开外皮，光纤未断，却缠住了狗嘴，狗嘴一张一合，光路断断续续。 史称“狗咬光纤”事件。
有哪些让你目瞪口呆的 Bug ？,无问题描述,以前在一个小公司遇到的bug，一个只在阴雨天出现的bug，一个同事至今想起来还激动的拍轮椅 测试环境的服务器是两台实体主机放在我旁边的桌子下面，生产环境用的阿里云服务器。 某天前端开发人员反馈测试环境某些接口调不通，某些接口正常，经过排查，调不通的接口都在同一台测试机器。过去看发现机器居然关机了！ 我们很奇怪，周末办公室没有断过电，为什么机器会自动关机？重启大法解决了。 然后这个问题谁都没放在心上，直到过了几天又出现了！ 这下开始慌了，是不是谁写的代码里有隐藏的bug导致了机器会关机？ 但是代码审查一直没有查到这样的代码，而且几个版本的迭代过程中生产环境从来没有过这样的问题 而这个bug像个梦魇一样，隔那么几天就来一回，而且我们发现每次bug出现的时候都是阴雨天。老板下令一定要找出原因，不然每次新版本上线都胆战心惊，怕问题蔓延到生产环境 于是我把两台服务器从桌子下拉出来摆在我脚边，就是要看看到底什么原因 后来... . . . . . . . . . . 后来问题找到了，天气一冷坐我对面的家伙就把腿抬起来放到测试服务器主机上，那里出风口暖和 不小心就把插头搞接触不良断电了 我们把他腿打断之后这个问题再也没出现过
Bug是如何产生的？,最好可以通俗的解释一下！显示全部,项目：学校里的一次月考。 程序：确保学生规范答题并交卷，返回学生的分数。 教务处开始提需求：要考语文和数学，高一高二高三分开来考，根据教材出题…… 考务处开始写程序：要出这些题目，给学生分配考号，派监考老师防作弊…… 普通用户行为：填写自己的唯一标识符(考号)，然后答题，交卷(上传)…… 爬虫：张三一天之内补考了1024次，把题库记的一清二楚。 身份验证漏洞：李四填了王五的考号替考。 DDos攻击：王六克隆了王七、王八、王九……王一〇二四把考场挤的水泄不通。 注入攻击：小明在“姓名: ______”处填了“小明 成绩: 100”，获得了满分。 兼容问题：选择题只能用2B铅笔涂，老王用中性笔涂卡结果无法识别。 社工攻击：小明请校长喝酒，要到了试卷原题。 网络丢包：老师收卷时滑倒，试卷飞出去找不到了 性能问题：老师需要3天的时间改试卷，这3天响应速度很慢。 木马攻击：小红帮助老师改卷，实则悄悄把自己的成绩改成了100。 逻辑bug：“春眠不觉晓，_____。”既可以填“处处闻啼鸟”，也可以填“处处闻啼鸟。夜来风雨声，花落知多少”。 热更新：教务主任走进考场，告诉同学们“春眠不觉晓”后面只能写五个汉字，否则不给分。 抛出异常：改卷时发现学生字迹太丑无法识别。 异常捕获：规定看不清的字迹返回0分。
Bug是如何产生的？,最好可以通俗的解释一下！显示全部,领导：修个房子。 程序员：好的，马上开始打地基！ 领导：你看那隔壁那木房子就没有打地基，不要在小事上浪费时间，一个月水平面上面什么都看不到，你kpi不要了？ 这是敏捷开发。 一层房子修好。 领导：我觉得两层楼的视野好，再加一层。 程序员：可是我们没有地基，重新打地基要时间…… 领导：你一楼都修好了，照着再修个一模一样二楼很难？还要很多时间？ 这是高速版本迭代。 二楼修好。 领导：天天走路累死了，你再修个电梯。 程序员：可是…… 领导：没什么可是的，地基不稳？就在房子边上搭个电梯就行了嘛，不稳拿根木棍撑一下，这都不懂？ 这是版本优化。 电梯修好。 领导：我觉得顶楼再加个游泳池就好了。 程序员：这个结构行业翘楚的房子也不支持呀！ 领导：那不正显得我们牛逼么？修快点，夏天要来了。 这是快速功能追加。 游泳池修好，看着摇摇欲坠的房子，程序员跑路了，领导找来新人继续。 领导：我觉得游泳池水不够满，你加点的，一楼光线不好你在墙上打个窗户。 新人：好的，没问题领导，马上加一桶水，马上砸墙 这是打补丁。 房子塌了，电梯倒了，游泳池垮了…… 领导：真是个废物，就让他加桶水，居然能把房子弄倒了，你说这是多没用？ 新人：我真的就加了桶水，我怎么知道为什么。 这是软件莫名崩溃。
Bug是如何产生的？,最好可以通俗的解释一下！显示全部,老婆给当程序员的老公打电话：“下班顺路买一斤包子带回来，如果看到卖西瓜的，就买一个。” 当晚，程序员老公手捧一个包子进了家门…… 老婆怒道：“你怎么就买了一个包子？！” 老公答曰：“因为看到了卖西瓜的。
